fips,RegionName,year,zhvi_annual,STNAME,CTYNAME,domestic_mig,population,rdomestic_mig,yoy_growth,boom_growth_2020_2022,cooling_delta_2024_vs_2022,yoy_volatility,cluster,cluster_name
12065,Jefferson County,2021,220044.2490061487,Florida,Jefferson County,175,14497,12.111145714,0.1729139052747497,0.3874266590358135,-0.1424351340689278,0.0741038805935193,0,Stable markets
12065,Jefferson County,2022,260287.865857581,Florida,Jefferson County,591,15090,39.949978031,0.1828887463916759,0.3874266590358135,-0.1424351340689278,0.0741038805935193,0,Stable markets
12065,Jefferson County,2023,276068.10879432404,Florida,Jefferson County,481,15547,31.399941248,0.0606261182585337,0.3874266590358135,-0.1424351340689278,0.0741038805935193,0,Stable markets
12065,Jefferson County,2024,287236.06104216387,Florida,Jefferson County,422,15921,26.82089742,0.0404536123227481,0.3874266590358135,-0.1424351340689278,0.0741038805935193,0,Stable markets
12067,Lafayette County,2020,147568.24001890185,Florida,Lafayette County,1,8230,,,0.4560373346927635,-0.088235952458473,0.1026608207092661,0,Stable markets
12067,Lafayette County,2021,181116.1895343792,Florida,Lafayette County,-192,7957,-23.72274047,0.2273385486686039,0.4560373346927635,-0.088235952458473,0.1026608207092661,0,Stable markets
12067,Lafayette County,2022,214864.86688242387,Florida,Lafayette County,-140,7786,-17.78568253,0.1863371653014958,0.4560373346927635,-0.088235952458473,0.1026608207092661,0,Stable markets
12067,Lafayette County,2023,213978.43981004716,Florida,Lafayette County,417,8192,52.19677056,-0.0041255096062855,0.4560373346927635,-0.088235952458473,0.1026608207092661,0,Stable markets
12067,Lafayette County,2024,234969.98427767053,Florida,Lafayette County,461,8640,54.77661597,0.0981012128430227,0.4560373346927635,-0.088235952458473,0.1026608207092661,0,Stable markets
12069,Lake County,2020,249892.06145576868,Florida,Lake County,2941,386238,,,0.4303726509925256,-0.2335337766773126,0.1093258092481736,2,Balanced growth markets
12069,Lake County,2021,286856.95569738146,Florida,Lake County,12486,396414,31.906901151,0.1479234435310608,0.4303726509925256,-0.2335337766773126,0.1093258092481736,2,Balanced growth markets
12069,Lake County,2022,357438.770406475,Florida,Lake County,14304,410981,35.432471095,0.2460523034468564,0.4303726509925256,-0.2335337766773126,0.1093258092481736,2,Balanced growth markets
12069,Lake County,2023,368142.9292978498,Florida,Lake County,14224,426782,33.957097652,0.0299468322342375,0.4303726509925256,-0.2335337766773126,0.1093258092481736,2,Balanced growth markets
12069,Lake County,2024,372751.53641328326,Florida,Lake County,15627,444204,35.883469998,0.0125185267695437,0.4303726509925256,-0.2335337766773126,0.1093258092481736,2,Balanced growth markets
12071,Lee County,2020,244122.69247808465,Florida,Lee County,5781,765566,,,0.5854924173224165,-0.3464065897602127,0.158709809011539,1,Migration boom markets
12071,Lee County,2021,293139.1022534335,Florida,Lee County,27903,791013,35.851697858,0.2007859624919921,0.5854924173224165,-0.3464065897602127,0.158709809011539,1,Migration boom markets
12071,Lee County,2022,387054.6778203353,Florida,Lee County,28652,826567,35.425759468,0.320378874210057,0.5854924173224165,-0.3464065897602127,0.158709809011539,1,Migration boom markets
12071,Lee County,2023,398716.80181127024,Florida,Lee County,7891,844226,9.4458140536,0.0301304302963321,0.5854924173224165,-0.3464065897602127,0.158709809011539,1,Migration boom markets
12071,Lee County,2024,388339.1143086587,Florida,Lee County,5000,860959,5.8644663189,-0.0260277155501557,0.5854924173224165,-0.3464065897602127,0.158709809011539,1,Migration boom markets
12073,Leon County,2020,213288.2507675299,Florida,Leon County,1719,293961,,,0.2363746370258506,-0.0830102016109888,0.0417238525361454,0,Stable markets
12073,Leon County,2021,235816.9238219359,Florida,Leon County,1370,296057,4.6439261175,0.1056254761963459,0.2363746370258506,-0.0830102016109888,0.0417238525361454,0,Stable markets
12073,Leon County,2022,263704.1836245834,Florida,Leon County,531,298181,1.7871627193,0.1182580934000523,0.2363746370258506,-0.0830102016109888,0.0417238525361454,0,Stable markets
12073,Leon County,2023,275839.75843221135,Florida,Leon County,-1905,299024,-6.379718857,0.0460196521755016,0.2363746370258506,-0.0830102016109888,0.0417238525361454,0,Stable markets
12073,Leon County,2024,285562.5283885514,Florida,Leon County,-1730,300488,-5.771360707,0.0352478917890635,0.2363746370258506,-0.0830102016109888,0.0417238525361454,0,Stable markets
12075,Levy County,2020,181842.7761814636,Florida,Levy County,229,43065,,,0.4410406863354332,-0.1592223158595234,0.0869542047839146,2,Balanced growth markets
12075,Levy County,2021,216435.9085905543,Florida,Levy County,1464,44169,33.564894422,0.1902364951499073,0.4410406863354332,-0.1592223158595234,0.0869542047839146,2,Balanced growth markets
12075,Levy County,2022,262042.83899367685,Florida,Levy County,1305,45291,29.175050302,0.2107179474058536,0.4410406863354332,-0.1592223158595234,0.0869542047839146,2,Balanced growth markets
12075,Levy County,2023,275052.7094441696,Florida,Levy County,1442,46665,31.362825699,0.0496478762802852,0.4410406863354332,-0.1592223158595234,0.0869542047839146,2,Balanced growth markets
12075,Levy County,2024,289216.72242552636,Florida,Levy County,1156,47765,24.483744573,0.0514956315463301,0.4410406863354332,-0.1592223158595234,0.0869542047839146,2,Balanced growth markets
12077,Liberty County,2020,124181.88156857656,Florida,Liberty County,-137,7806,,,0.366930184416169,-0.0809880218358116,0.0643027337426781,0,Stable markets
12077,Liberty County,2021,147231.27069660905,Florida,Liberty County,-428,7294,-56.68874172,0.1856099201984147,0.366930184416169,-0.0809880218358116,0.0643027337426781,0,Stable markets
12077,Liberty County,2022,169747.96227368122,Florida,Liberty County,305,7609,40.931356103,0.1529341658910967,0.366930184416169,-0.0809880218358116,0.0643027337426781,0,Stable markets
12077,Liberty County,2023,178364.70860752347,Florida,Liberty County,146,7771,18.985695709,0.0507620016077108,0.366930184416169,-0.0809880218358116,0.0643027337426781,0,Stable markets
12077,Liberty County,2024,191197.3616273793,Florida,Liberty County,159,7955,20.221289584,0.0719461440552851,0.366930184416169,-0.0809880218358116,0.0643027337426781,0,Stable markets
12079,Madison County,2020,128285.4240294022,Florida,Madison County,-88,17838,,,0.4913573097901456,-0.1858472881854913,0.1135555688777146,2,Balanced growth markets
12079,Madison County,2021,156184.03633456782,Florida,Madison County,170,17943,9.5022497974,0.2174729710428475,0.4913573097901456,-0.1858472881854913,0.1135555688777146,2,Balanced growth markets
12079,Madison County,2022,191319.40486577735,Florida,Madison County,112,17978,6.2359065728,0.2249613299527277,0.4913573097901456,-0.1858472881854913,0.1135555688777146,2,Balanced growth markets
12079,Madison County,2023,193610.00640569616,Florida,Madison County,458,18322,25.23415978,0.0119726566237534,0.4913573097901456,-0.1858472881854913,0.1135555688777146,2,Balanced growth markets
12079,Madison County,2024,201182.87628280345,Florida,Madison County,195,18364,10.630758327,0.0391140417672364,0.4913573097901456,-0.1858472881854913,0.1135555688777146,2,Balanced growth markets
12081,Manatee County,2020,287163.9884476756,Florida,Manatee County,2578,401644,,,0.5656862132632743,-0.3371312902467258,0.1540539637539388,1,Migration boom markets
12081,Manatee County,2021,340864.41873756243,Florida,Manatee County,13948,413805,34.209374222,0.1870026620683729,0.5656862132632743,-0.3371312902467258,0.1540539637539388,1,Migration boom markets
12081,Manatee County,2022,449608.69765821984,Florida,Manatee County,15149,430700,35.876637794,0.3190250226861653,0.5656862132632743,-0.3371312902467258,0.1540539637539388,1,Migration boom markets
12081,Manatee County,2023,462459.21699100005,Florida,Manatee County,10931,444457,24.980660613,0.0285815630340604,0.5656862132632743,-0.3371312902467258,0.1540539637539388,1,Migration boom markets
12081,Manatee County,2024,454085.80667231366,Florida,Manatee County,10615,458352,23.515494418,-0.0181062675605605,0.5656862132632743,-0.3371312902467258,0.1540539637539388,1,Migration boom markets
12083,Marion County,2020,178324.74158337052,Florida,Marion County,2295,377464,,,0.522989338503381,-0.2840358295059448,0.1308622618794167,1,Migration boom markets
12083,Marion County,2021,211588.24692946055,Florida,Marion County,11066,385024,29.026030574,0.1865333158525211,0.522989338503381,-0.2840358295059448,0.1308622618794167,1,Migration boom markets
12083,Marion County,2022,271586.68022284383,Florida,Marion County,13113,396661,33.550599026,0.2835622212673543,0.522989338503381,-0.2840358295059448,0.1308622618794167,1,Migration boom markets
12083,Marion County,2023,283235.1501806906,Florida,Marion County,15327,412338,37.89127057,0.0428904316967564,0.522989338503381,-0.2840358295059448,0.1308622618794167,1,Migration boom markets
12083,Marion County,2024,283101.00768010656,Florida,Marion County,16105,428905,38.288580113,-0.0004736082385905,0.522989338503381,-0.2840358295059448,0.1308622618794167,1,Migration boom markets
12085,Martin County,2020,295176.6603206291,Florida,Martin County,512,158669,,,0.4834826799857556,-0.2518218550113831,0.1144166373607424,2,Balanced growth markets
12085,Martin County,2021,347542.6851453267,Florida,Martin County,2434,159925,15.279634896,0.1774057094074315,0.4834826799857556,-0.2518218550113831,0.1144166373607424,2,Balanced growth markets
12085,Martin County,2022,437889.4631216919,Florida,Martin County,2845,162379,17.654140191,0.2599587959636849,0.4834826799857556,-0.2518218550113831,0.1144166373607424,2,Balanced growth markets
12085,Martin County,2023,462741.2940666913,Florida,Martin County,1816,164241,11.119955912,0.0567536628258464,0.4834826799857556,-0.2518218550113831,0.1144166373607424,2,Balanced growth markets
12085,Martin County,2024,466506.5926527037,Florida,Martin County,1225,165666,7.4263353006,0.0081369409523017,0.4834826799857556,-0.2518218550113831,0.1144166373607424,2,Balanced growth markets
12086,Miami-Dade County,2020,326426.32388217346,Florida,Miami-Dade County,-7235,2695729,,,0.3761117933179463,-0.1447092096858604,0.0640805986404732,0,Stable markets
12086,Miami-Dade County,2021,368936.5488774332,Florida,Miami-Dade County,-41159,2669925,-15.34165267,0.1302291570412812,0.3761117933179463,-0.1447092096858604,0.0640805986404732,0,Stable markets
12086,Miami-Dade County,2022,449199.11394368246,Florida,Miami-Dade County,-38439,2713415,-14.28072535,0.2175511353116543,0.3761117933179463,-0.1447092096858604,0.0640805986404732,0,Stable markets
12086,Miami-Dade County,2023,490798.7599240775,Florida,Miami-Dade County,-50637,2774250,-18.45484373,0.0926084773747137,0.3761117933179463,-0.1447092096858604,0.0640805986404732,0,Stable markets
12086,Miami-Dade County,2024,526549.486691699,Florida,Miami-Dade County,-67418,2838461,-24.02332848,0.0728419256257939,0.3761117933179463,-0.1447092096858604,0.0640805986404732,0,Stable markets
12087,Monroe County,2020,607133.6129596467,Florida,Monroe County,4,82851,,,0.5402925135299486,-0.2771844814107447,0.1304076769121248,2,Balanced growth markets
12087,Monroe County,2021,720872.5926386677,Florida,Monroe County,-612,82234,-7.414362298,0.1873376424088393,0.5402925135299486,-0.2771844814107447,0.1304076769121248,2,Balanced growth markets
12087,Monroe County,2022,935163.3587541332,Florida,Monroe County,-756,82002,-9.206264156,0.2972657974567738,0.5402925135299486,-0.2771844814107447,0.1304076769121248,2,Balanced growth markets
12087,Monroe County,2023,973923.0713737244,Florida,Monroe County,-1476,81306,-18.07627305,0.0414469966736383,0.5402925135299486,-0.2771844814107447,0.1304076769121248,2,Balanced growth markets
12087,Monroe County,2024,993480.7283744996,Florida,Monroe County,-1374,80908,-16.94058466,0.0200813160460291,0.5402925135299486,-0.2771844814107447,0.1304076769121248,2,Balanced growth markets
12089,Nassau County,2020,315981.55458568956,Florida,Nassau County,808,91036,,,0.4565583842423295,-0.2273044220509539,0.1111721216947849,2,Balanced growth markets
12089,Nassau County,2021,371439.03293311223,Florida,Nassau County,3911,94413,42.178712207,0.1755085939118748,0.4565583842423295,-0.2273044220509539,0.1111721216947849,2,Balanced growth markets
12089,Nassau County,2022,460245.5825977114,Florida,Nassau County,3605,97891,37.49271986,0.2390878227399198,0.4565583842423295,-0.2273044220509539,0.1111721216947849,2,Balanced growth markets
12089,Nassau County,2023,473662.4175966384,Florida,Nassau County,3808,101579,38.181180127,0.0291514693594663,0.4565583842423295,-0.2273044220509539,0.1111721216947849,2,Balanced growth markets
12089,Nassau County,2024,479243.7716544838,Florida,Nassau County,2988,104376,29.016047195,0.0117834006889658,0.4565583842423295,-0.2273044220509539,0.1111721216947849,2,Balanced growth markets
12091,Okaloosa County,2020,256450.04031091757,Florida,Okaloosa County,188,212097,,,0.3770335649760818,-0.1816353601911741,0.0958698838426076,0,Stable markets
12091,Okaloosa County,2021,299795.42464915797,Florida,Okaloosa County,1083,213678,5.0871939405,0.1690207741269562,0.3770335649760818,-0.1816353601911741,0.0958698838426076,0,Stable markets
12091,Okaloosa County,2022,353140.3132476027,Florida,Okaloosa County,1814,217115,8.421678161,0.1779376341746135,0.3770335649760818,-0.1816353601911741,0.0958698838426076,0,Stable markets
12091,Okaloosa County,2023,360405.2287718512,Florida,Okaloosa County,201,219624,0.9204582142,0.0205723199864602,0.3770335649760818,-0.1816353601911741,0.0958698838426076,0,Stable markets
12091,Okaloosa County,2024,359072.5489809171,Florida,Okaloosa County,-1847,220483,-8.39341342,-0.0036977260165605,0.3770335649760818,-0.1816353601911741,0.0958698838426076,0,Stable markets
12093,Okeechobee County,2020,167633.65721837338,Florida,Okeechobee County,-17,39656,,,0.4420030319515202,-0.1666288085825717,0.0798920855695022,0,Stable markets
12093,Okeechobee County,2021,196634.52913432775,Florida,Okeechobee County,437,40034,10.967499059,0.1730014866774365,0.4420030319515202,-0.1666288085825717,0.0798920855695022,0,Stable markets
12093,Okeechobee County,2022,241728.24196601627,Florida,Okeechobee County,394,40416,9.7949036669,0.2293275399300978,0.4420030319515202,-0.1666288085825717,0.0798920855695022,0,Stable markets
12093,Okeechobee County,2023,259900.27471894177,Florida,Okeechobee County,1022,41603,24.921054878,0.0751754640050716,0.4420030319515202,-0.1666288085825717,0.0798920855695022,0,Stable markets
12093,Okeechobee County,2024,276195.69222069293,Florida,Okeechobee County,597,42369,14.219025389,0.062698731347526,0.4420030319515202,-0.1666288085825717,0.0798920855695022,0,Stable markets
12095,Orange County,2020,274813.80104549625,Florida,Orange County,-869,1431720,,,0.3918832438037782,-0.1929247939655267,0.0893420349846032,0,Stable markets
12095,Orange County,2021,311883.7504182479,Florida,Orange County,-14365,1427909,-10.04675781,0.134891148958762,0.3918832438037782,-0.1929247939655267,0.0893420349846032,0,Stable markets
12095,Orange County,2022,382508.72484125145,Florida,Orange County,5143,1465146,3.5554111484,0.2264464702899487,0.3918832438037782,-0.1929247939655267,0.0893420349846032,0,Stable markets
12095,Orange County,2023,400638.9419435508,Florida,Orange County,-7044,1501265,-4.749173328,0.0473981792436857,0.3918832438037782,-0.1929247939655267,0.0893420349846032,0,Stable markets
12095,Orange County,2024,414069.03087834135,Florida,Orange County,-18097,1533646,-11.92588514,0.0335216763244219,0.3918832438037782,-0.1929247939655267,0.0893420349846032,0,Stable markets
12097,Osceola County,2020,253047.64269487988,Florida,Osceola County,2010,391163,,,0.4513192306739815,-0.2634331888279471,0.119060901055703,2,Balanced growth markets
12097,Osceola County,2021,289209.48210799653,Florida,Osceola County,10416,404055,26.196590117,0.1429052609540406,0.4513192306739815,-0.2634331888279471,0.119060901055703,2,Balanced growth markets
12097,Osceola County,2022,367252.9101197976,Florida,Osceola County,12274,426556,29.554147489,0.2698508618837683,0.4513192306739815,-0.2634331888279471,0.119060901055703,2,Balanced growth markets
12097,Osceola County,2023,381083.8697630688,Florida,Osceola County,7276,447243,16.653715557,0.0376605855587626,0.4513192306739815,-0.2634331888279471,0.119060901055703,2,Balanced growth markets
12097,Osceola County,2024,383529.54144605534,Florida,Osceola County,5329,468058,11.644256917,0.0064176730558211,0.4513192306739815,-0.2634331888279471,0.119060901055703,2,Balanced growth markets
12099,Palm Beach County,2020,307726.53073259065,Florida,Palm Beach County,2666,1494276,,,0.4674907017927194,-0.2376664637182588,0.108092918309976,2,Balanced growth markets
12099,Palm Beach County,2021,356651.91510903806,Florida,Palm Beach County,8552,1503677,5.7052261993,0.1589898156001465,0.4674907017927194,-0.2376664637182588,0.108092918309976,2,Balanced growth markets
12099,Palm Beach County,2022,451585.82254500827,Florida,Palm Beach County,9274,1531542,6.1109264274,0.2661808430411663,0.4674907017927194,-0.2376664637182588,0.108092918309976,2,Balanced growth markets
12099,Palm Beach County,2023,477135.0524384552,Florida,Palm Beach County,-325,1557481,-0.210422519,0.0565766873491706,0.4674907017927194,-0.2376664637182588,0.108092918309976,2,Balanced growth markets
12099,Palm Beach County,2024,490740.2623119407,Florida,Palm Beach County,-7546,1582055,-4.807079772,0.0285143793229074,0.4674907017927194,-0.2376664637182588,0.108092918309976,2,Balanced growth markets
12101,Pasco County,2020,222508.1652138861,Florida,Pasco County,5370,566182,,,0.5331919052218783,-0.2635095244718561,0.1321723000189059,1,Migration boom markets
12101,Pasco County,2021,268308.2007206104,Florida,Pasco County,22368,585290,38.851140106,0.2058353025503534,0.5331919052218783,-0.2635095244718561,0.1321723000189059,1,Migration boom markets
12101,Pasco County,2022,341147.71775170247,Florida,Pasco County,24112,610584,40.325318554,0.2714770433235469,0.5331919052218783,-0.2635095244718561,0.1321723000189059,1,Migration boom markets
12101,Pasco County,2023,348447.835226855,Florida,Pasco County,22881,636049,36.708477956,0.0213986994351396,0.5331919052218783,-0.2635095244718561,0.1321723000189059,1,Migration boom markets
12101,Pasco County,2024,351224.0999228558,Florida,Pasco County,20361,659114,31.441602331,0.0079675188516907,0.5331919052218783,-0.2635095244718561,0.1321723000189059,1,Migration boom markets
12103,Pinellas County,2020,259212.7788891139,Florida,Pinellas County,2252,959839,,,0.4560565879243938,-0.2139070822768298,0.1062999227547255,2,Balanced growth markets
12103,Pinellas County,2021,306312.36265000864,Florida,Pinellas County,5309,959703,5.5315278332,0.1817023989432367,0.4560565879243938,-0.2139070822768298,0.1062999227547255,2,Balanced growth markets
12103,Pinellas County,2022,377428.4743756835,Florida,Pinellas County,6608,964693,6.8676093694,0.2321685978013623,0.4560565879243938,-0.2139070822768298,0.1062999227547255,2,Balanced growth markets
12103,Pinellas County,2023,390694.5485644759,Florida,Pinellas County,1708,967301,1.7681214331,0.0351485780471021,0.4560565879243938,-0.2139070822768298,0.1062999227547255,2,Balanced growth markets
12103,Pinellas County,2024,397829.2231284363,Florida,Pinellas County,-3973,965870,-4.110345127,0.0182615155245324,0.4560565879243938,-0.2139070822768298,0.1062999227547255,2,Balanced growth markets
12105,Polk County,2020,205211.29215458236,Florida,Polk County,5755,730179,,,0.4778886560629987,-0.2565581719026659,0.1222691902581409,2,Balanced growth markets
12105,Polk County,2021,240443.85307818957,Florida,Polk County,26886,755712,36.188387977,0.1716891919235472,0.4778886560629987,-0.2565581719026659,0.1222691902581409,2,Balanced growth markets
12105,Polk County,2022,303279.44077128713,Florida,Polk County,29407,790530,38.036736811,0.2613316451581906,0.4778886560629987,-0.2565581719026659,0.1222691902581409,2,Balanced growth markets
12105,Polk County,2023,310903.72597722727,Florida,Polk County,25334,824172,31.3791647,0.0251394726478999,0.4778886560629987,-0.2565581719026659,0.1222691902581409,2,Balanced growth markets
12105,Polk County,2024,312387.81659822253,Florida,Polk County,19745,852878,23.547300319,0.0047734732555246,0.4778886560629987,-0.2565581719026659,0.1222691902581409,2,Balanced growth markets
12107,Putnam County,2020,142797.8411449055,Florida,Putnam County,142,73386,,,0.4141877099678925,-0.1362968437279357,0.0983214374751322,0,Stable markets
12107,Putnam County,2021,172478.23355365515,Florida,Putnam County,1227,74116,16.637062548,0.2078490274837641,0.4141877099678925,-0.1362968437279357,0.0983214374751322,0,Stable markets
12107,Putnam County,2022,201942.95195707283,Florida,Putnam County,1102,74805,14.799793179,0.1708315176723542,0.4141877099678925,-0.1362968437279357,0.0983214374751322,0,Stable markets
12107,Putnam County,2023,203855.2850085138,Florida,Putnam County,1489,76211,19.719764793,0.0094696696909108,0.4141877099678925,-0.1362968437279357,0.0983214374751322,0,Stable markets
12107,Putnam County,2024,210895.36080812936,Florida,Putnam County,1177,77301,15.334306113,0.0345346739444185,0.4141877099678925,-0.1362968437279357,0.0983214374751322,0,Stable markets
12109,Saint Johns County,2020,330128.70471309446,Florida,St. Johns County,4183,277105,,,0.511859419237527,-0.2702646607922554,0.1321223994541391,1,Migration boom markets
12109,Saint Johns County,2021,392692.42569000466,Florida,St. Johns County,17327,293292,60.754176477,0.1895131204397466,0.511859419237527,-0.2702646607922554,0.1321223994541391,1,Migration boom markets
12109,Saint Johns County,2022,499108.191781176,Florida,St. Johns County,13091,307837,43.554711218,0.2709901162574932,0.511859419237527,-0.2702646607922554,0.1321223994541391,1,Migration boom markets
12109,Saint Johns County,2023,507826.3869742921,Florida,St. Johns County,11878,321510,37.747061637,0.0174675457880251,0.511859419237527,-0.2702646607922554,0.1321223994541391,1,Migration boom markets
12109,Saint Johns County,2024,508194.79240211454,Florida,St. Johns County,11661,334928,35.528107757,0.0007254554652378,0.511859419237527,-0.2702646607922554,0.1321223994541391,1,Migration boom markets
12111,Saint Lucie County,2020,236899.925970614,Florida,St. Lucie County,2720,331461,,,0.5507203581124884,-0.2697626529783046,0.1328433773873215,1,Migration boom markets
12111,Saint Lucie County,2021,284585.10679761233,Florida,St. Lucie County,14494,344300,42.896822989,0.2012882892707759,0.5507203581124884,-0.2697626529783046,0.1328433773873215,1,Migration boom markets
12111,Saint Lucie County,2022,367365.5380379725,Florida,St. Lucie County,14044,359882,39.887415469,0.290881108192464,0.5507203581124884,-0.2697626529783046,0.1328433773873215,1,Migration boom markets
12111,Saint Lucie County,2023,377941.06153029733,Florida,St. Lucie County,13598,376186,36.947673313,0.0287874675147989,0.5507203581124884,-0.2697626529783046,0.1328433773873215,1,Migration boom markets
12111,Saint Lucie County,2024,385922.5929118168,Florida,St. Lucie County,11634,390670,30.342072045,0.0211184552141594,0.5507203581124884,-0.2697626529783046,0.1328433773873215,1,Migration boom markets
12113,Santa Rosa County,2020,235768.50390147304,Florida,Santa Rosa County,955,189022,,,0.4197015581088132,-0.1785950404587926,0.1001110923917833,2,Balanced growth markets
12113,Santa Rosa County,2021,281663.81661594746,Florida,Santa Rosa County,5062,193751,26.449096462,0.1946626116508503,0.4197015581088132,-0.1785950404587926,0.1001110923917833,2,Balanced growth markets
12113,Santa Rosa County,2022,334720.9123419051,Florida,Santa Rosa County,4349,198363,22.182324528,0.1883702932219431,0.4197015581088132,-0.1785950404587926,0.1001110923917833,2,Balanced growth markets
12113,Santa Rosa County,2023,343919.8613352925,Florida,Santa Rosa County,4623,203569,23.003891205,0.027482444789679,0.4197015581088132,-0.1785950404587926,0.1001110923917833,2,Balanced growth markets
12113,Santa Rosa County,2024,347281.76491011266,Florida,Santa Rosa County,3578,207653,17.401792706,0.0097752527631505,0.4197015581088132,-0.1785950404587926,0.1001110923917833,2,Balanced growth markets
12115,Sarasota County,2020,285720.93346693437,Florida,Sarasota County,3729,436256,,,0.582714126588195,-0.342394689668837,0.1578047949157902,1,Migration boom markets
12115,Sarasota County,2021,344066.5513727876,Florida,Sarasota County,17488,448730,39.521529154,0.204204911407394,0.582714126588195,-0.342394689668837,0.1578047949157902,1,Migration boom markets
12115,Sarasota County,2022,452214.5576600828,Florida,Sarasota County,16403,464067,35.940083063,0.3143229292582978,0.582714126588195,-0.342394689668837,0.1578047949157902,1,Migration boom markets
12115,Sarasota County,2023,465243.3383663643,Florida,Sarasota County,8363,472079,17.866871193,0.0288110598953226,0.582714126588195,-0.342394689668837,0.1578047949157902,1,Migration boom markets
12115,Sarasota County,2024,452183.1388391443,Florida,Sarasota County,4434,476604,9.3476957002,-0.0280717604105391,0.582714126588195,-0.342394689668837,0.1578047949157902,1,Migration boom markets
12117,Seminole County,2020,276068.24562871834,Florida,Seminole County,179,471472,,,0.3736437815970437,-0.1737550390243727,0.0795047446865411,0,Stable markets
12117,Seminole County,2021,314383.4037207337,Florida,Seminole County,-1599,470935,-3.393438292,0.1387887187269811,0.3736437815970437,-0.1737550390243727,0.0795047446865411,0,Stable markets
12117,Seminole County,2022,379219.4289042942,Florida,Seminole County,5459,481084,11.468258512,0.2062323405632258,0.3736437815970437,-0.1737550390243727,0.0795047446865411,0,Stable markets
12117,Seminole County,2023,400606.9010954304,Florida,Seminole County,1901,489254,3.9182223102,0.0563986720114328,0.3736437815970437,-0.1737550390243727,0.0795047446865411,0,Stable markets
12117,Seminole County,2024,413617.5322208522,Florida,Seminole County,-2080,494605,-4.228248153,0.032477301538853,0.3736437815970437,-0.1737550390243727,0.0795047446865411,0,Stable markets
12119,Sumter County,2020,289944.2357271333,Florida,Sumter County,1190,130303,,,0.3706057492341059,-0.2830852110986793,0.1267311621453282,1,Migration boom markets
12119,Sumter County,2021,314568.09093030065,Florida,Sumter County,7213,134908,54.394425571,0.0849261760331765,0.3706057492341059,-0.2830852110986793,0.1267311621453282,1,Migration boom markets
12119,Sumter County,2022,397399.2364448978,Florida,Sumter County,11377,144978,81.297385364,0.2633170620377709,0.3706057492341059,-0.2830852110986793,0.1267311621453282,1,Migration boom markets
12119,Sumter County,2023,401951.0354201212,Florida,Sumter County,8724,152157,58.720783482,0.0114539701081046,0.3706057492341059,-0.2830852110986793,0.1267311621453282,1,Migration boom markets
12119,Sumter County,2024,394005.20743674977,Florida,Sumter County,4385,154693,28.580739775,-0.0197681490609084,0.3706057492341059,-0.2830852110986793,0.1267311621453282,1,Migration boom markets
12121,Suwannee County,2020,166942.8386834438,Florida,Suwannee County,112,43530,,,0.4389634700440763,-0.1206161843404851,0.1011202704601813,2,Balanced growth markets
12121,Suwannee County,2021,204272.10293766067,Florida,Suwannee County,880,44139,20.075511298,0.2236050647551311,0.4389634700440763,-0.1206161843404851,0.1011202704601813,2,Balanced growth markets
12121,Suwannee County,2022,240224.64645093677,Florida,Suwannee County,1508,45370,33.694935705,0.1760031986562942,0.4389634700440763,-0.1206161843404851,0.1011202704601813,2,Balanced growth markets
12121,Suwannee County,2023,241969.6390781382,Florida,Suwannee County,914,46134,19.977268753,0.0072640033109916,0.4389634700440763,-0.1206161843404851,0.1011202704601813,2,Balanced growth markets
12121,Suwannee County,2024,255371.61494175016,Florida,Suwannee County,1548,47536,33.052204548,0.055387014315809,0.4389634700440763,-0.1206161843404851,0.1011202704601813,2,Balanced growth markets
12123,Taylor County,2020,126424.81577244576,Florida,Taylor County,-23,21746,,,0.4229382282638962,-0.1722700513972557,0.1003387675821016,0,Stable markets
12123,Taylor County,2021,151232.7073512478,Florida,Taylor County,-783,20811,-36.79770661,0.1962264404122542,0.4229382282638962,-0.1722700513972557,0.1003387675821016,0,Stable markets
12123,Taylor County,2022,179894.70336383345,Florida,Taylor County,528,21347,25.048626595,0.1895224684830663,0.4229382282638962,-0.1722700513972557,0.1003387675821016,0,Stable markets
12123,Taylor County,2023,183687.67441138835,Florida,Taylor County,371,21766,17.210586134,0.0210843953525619,0.4229382282638962,-0.1722700513972557,0.1003387675821016,0,Stable markets
12123,Taylor County,2024,186856.7307838562,Florida,Taylor County,11,21843,0.5044830196,0.0172524170858106,0.4229382282638962,-0.1722700513972557,0.1003387675821016,0,Stable markets
12125,Union County,2020,155930.69929001873,Florida,Union County,-544,15433,,,0.3493246878010569,-0.1428152487126415,0.0587620103681837,0,Stable markets
12125,Union County,2021,174498.08158377223,Florida,Union County,581,15852,37.142400511,0.119074578503747,0.3493246878010569,-0.1428152487126415,0.0587620103681837,0,Stable markets
12125,Union County,2022,210401.14213810503,Florida,Union County,-255,15490,-16.27209495,0.2057504599962987,0.3493246878010569,-0.1428152487126415,0.0587620103681837,0,Stable markets
12125,Union County,2023,237031.07685043593,Florida,Union County,577,15993,36.654702538,0.1265674437016664,0.3493246878010569,-0.1428152487126415,0.0587620103681837,0,Stable markets
12125,Union County,2024,251948.6777528109,Florida,Union County,-133,15738,-8.382969336,0.0629352112836572,0.3493246878010569,-0.1428152487126415,0.0587620103681837,0,Stable markets
12127,Volusia County,2020,223222.8870805495,Florida,Volusia County,3422,555752,,,0.4473021498640475,-0.2223459267883953,0.1077350175749254,2,Balanced growth markets
